Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
4.0,1.0599058803578243e-05,2,9.0,90.0,2016,505000,2016,1.0,18.6,1197,5,1.0,8
1.0,3.125e-05,1,9.0,85.0,2022,1290000,2022,1.0,19.31,1493,5,1.0,2
4.0,1.932591218305504e-05,1,9.0,90.0,2019,708000,2019,1.0,18.6,1197,5,1.0,5
1.0,1.2322555205047318e-05,2,17.0,147.0,2020,1734000,2020,0.0,15.1,2179,7,1.0,4
4.0,5.124000819840131e-05,1,8.0,59.0,2018,650000,2018,1.0,18.6,1199,5,1.0,6
4.0,3.437252947444403e-05,1,20.0,179.0,2021,760000,2021,1.0,18.6,1197,5,1.0,3
1.0,1.837965005146302e-05,1,8.0,59.0,2018,785000,2018,0.0,23.8,1498,5,1.0,6
4.0,6.25e-05,1,20.0,157.0,2019,745000,2019,1.0,21.01,1197,5,1.0,5
1.0,1e-05,1,6.0,51.0,2018,2000000,2018,0.0,12.62,2198,7,1.0,6
4.0,1.7582108446444897e-05,1,4.0,39.0,2016,270000,2016,1.0,22.7,799,5,1.0,8
1.0,2e-05,1,31.0,300.0,2014,450000,2014,1.0,22.07,1199,5,1.0,10
4.0,1.1833619312466717e-05,2,8.0,59.0,2015,420000,2016,1.0,18.6,1199,5,1.0,9
1.0,2.9411764705882354e-05,1,30.0,290.0,2021,2790000,2021,0.0,12.0,2393,7,1.0,3
4.0,4.483299708585519e-05,1,20.0,184.0,2020,550000,2020,1.0,21.79,998,5,1.0,4
4.0,2.9785839811753492e-05,1,27.0,238.0,2019,421000,2019,1.0,23.01,999,5,1.0,5
4.0,2.9748624126134167e-05,1,4.0,39.0,2019,303000,2019,1.0,22.7,799,5,1.0,5
4.0,3.3333333333333335e-05,2,8.0,66.0,2018,780000,2018,0.0,18.2,1199,5,1.0,6
4.0,2.8624588521540003e-05,1,29.0,275.0,2020,643000,2021,1.0,20.3,1199,5,1.0,4
4.0,1.5035106974786125e-05,2,20.0,160.0,2018,474000,2018,0.0,23.1,998,5,1.0,6
4.0,4.1666666666666665e-05,1,30.0,279.0,2021,4200000,2021,0.0,19.16,2494,5,1.0,3
4.0,1.4497165804085302e-05,1,20.0,180.0,2017,644000,2017,1.0,21.21,1197,5,1.0,7
4.0,2e-05,1,20.0,165.0,2021,1200000,2021,1.0,19.01,1462,7,1.0,3
4.0,2.2142999490711013e-05,2,20.0,184.0,2019,519000,2019,0.0,20.51,998,5,1.0,5
1.0,2.33007898967775e-05,1,6.0,50.0,2018,811000,2018,1.0,23.0,1498,5,1.0,6
4.0,5e-05,1,20.0,157.0,2019,725000,2019,1.0,21.01,1197,5,1.0,5
4.0,3.125e-05,1,20.0,157.0,2018,725000,2018,0.0,19.56,1197,5,1.0,6
1.0,2.5e-05,1,9.0,90.0,2019,750000,2019,1.0,22.54,1396,5,1.0,5
4.0,3.343251646551436e-05,1,8.0,63.0,2020,950000,2021,1.0,17.4,1497,5,1.0,4
4.0,4.347826086956522e-05,1,9.0,86.0,2018,925000,2018,0.0,17.0,1591,5,1.0,6
1.0,1e-05,2,29.0,278.0,2018,525000,2018,1.0,22.95,1248,5,1.0,6
1.0,2.380952380952381e-05,1,30.0,290.0,2016,1875000,2016,1.0,13.68,2393,7,1.0,8
1.0,1.7241379310344828e-05,1,21.0,197.0,2016,2650000,2016,0.0,19.27,2143,5,1.0,8
1.0,1.8599806562011755e-05,1,20.0,179.0,2015,550000,2015,1.0,25.2,1248,5,1.0,9
4.0,1.6272068993572533e-05,1,9.0,77.0,2015,500000,2016,1.0,18.9,1197,5,1.0,9
4.0,1.8963817037093226e-05,2,12.0,101.0,2018,1209000,2018,0.0,16.0,1368,5,1.0,6
4.0,1.635082326395134e-05,2,8.0,66.0,2017,656000,2017,0.0,19.0,1199,5,1.0,7
4.0,1.1111111111111112e-05,2,9.0,90.0,2010,295000,2010,1.0,17.0,1197,5,1.0,14
4.0,1.04936198791135e-05,1,8.0,59.0,2015,430999,2016,1.0,18.0,1198,5,1.0,9
4.0,9.389142395733574e-06,1,9.0,73.0,2018,894999,2018,1.0,15.8,1591,5,1.0,6
1.0,1.4285714285714285e-05,2,1.0,17.0,2012,1500000,2012,0.0,16.73,1995,5,1.0,12
4.0,9.212259675175723e-06,2,9.0,77.0,2015,392000,2016,1.0,18.9,1197,5,1.0,9
1.0,1.845495146347765e-05,1,8.0,59.0,2014,470000,2014,1.0,25.8,1498,5,1.0,10
4.0,9.359089547768794e-06,1,8.0,59.0,2018,726000,2019,0.0,19.0,1199,5,1.0,6
4.0,2.5998336106489185e-05,2,31.0,305.0,2020,1023000,2021,0.0,16.35,999,5,1.0,4
4.0,1.6710950685984526e-05,1,20.0,172.0,2017,500000,2017,1.0,20.89,1197,5,1.0,7
4.0,5.08931752252023e-05,1,9.0,73.0,2020,1590000,2020,0.0,19.31,1497,5,1.0,4
4.0,1.6666666666666667e-05,3,6.0,57.0,2003,140000,2003,1.0,9.0,1999,5,1.0,21
4.0,2.5e-05,1,9.0,71.0,2021,1900000,2021,0.0,14.2,1999,6,1.0,3
4.0,3.7037037037037037e-05,1,13.0,107.0,2020,1425000,2020,0.0,19.31,1497,5,1.0,4
1.0,2e-05,1,12.0,101.0,2018,1250000,2018,1.0,17.1,1956,5,1.0,6
4.0,2.564102564102564e-05,1,29.0,263.0,2014,125000,2014,1.0,25.4,624,4,1.0,10
4.0,1.7880451302590877e-05,1,9.0,73.0,2017,902999,2017,1.0,15.29,1591,5,1.0,7
4.0,2.8308563340410474e-05,2,9.0,90.0,2014,488000,2014,1.0,18.6,1197,5,1.0,10
4.0,5e-05,2,20.0,157.0,2020,660000,2020,1.0,21.01,1197,5,1.0,4
4.0,2.4243599689681924e-05,1,9.0,90.0,2017,604000,2017,1.0,18.6,1197,5,1.0,7
4.0,1.427022090301958e-05,1,29.0,273.0,2016,417000,2016,1.0,23.84,1199,5,1.0,8
4.0,7.78828330659356e-06,1,17.0,146.0,2016,405000,2016,1.0,16.82,1197,5,1.0,8
4.0,4.7680350927382826e-05,3,20.0,184.0,2017,444000,2017,0.0,20.51,998,5,1.0,7
4.0,1.1111111111111112e-05,2,20.0,179.0,2007,220000,2007,1.0,16.1,1298,5,1.0,17
4.0,1.0120740433370105e-05,1,9.0,72.0,2020,615000,2020,1.0,20.5,1197,5,1.0,4
4.0,9.780046748623459e-06,2,8.0,59.0,2015,396000,2015,1.0,18.0,1198,5,1.0,9
4.0,5.308700960874874e-05,1,9.0,77.0,2018,650000,2018,0.0,18.9,1197,5,1.0,6
1.0,2e-05,1,12.0,101.0,2018,1400000,2018,1.0,17.1,1956,5,1.0,6
4.0,8.333333333333334e-06,1,9.0,74.0,2012,210000,2012,1.0,21.1,814,5,1.0,12
1.0,5.2631578947368424e-05,1,30.0,290.0,2021,2475000,2021,0.0,12.0,2393,7,1.0,3
4.0,0.0001,1,20.0,155.0,2020,400000,2020,1.0,22.05,796,5,1.0,4
4.0,7.759396629318105e-06,1,20.0,160.0,2015,350000,2015,0.0,21.63,998,5,1.0,9
4.0,2.6356017078699067e-05,0,20.0,184.0,2016,430000,2018,1.0,20.51,998,5,1.0,8
4.0,2.680965147453083e-05,1,9.0,77.0,2018,515000,2019,1.0,18.9,1197,5,1.0,6
1.0,3.3333333333333335e-05,2,21.0,206.0,2017,3750000,2017,0.0,17.9,2143,5,1.0,7
4.0,1.6666666666666667e-05,1,20.0,187.0,2002,120000,2002,1.0,17.3,993,5,1.0,22
1.0,1.2079628913799767e-05,1,9.0,90.0,2014,492000,2014,1.0,22.54,1396,5,1.0,10
4.0,1.580427979896956e-05,1,20.0,180.0,2021,731000,2021,1.0,22.41,1197,5,1.0,3
4.0,1.1425829229556335e-05,1,20.0,156.0,2015,345000,2015,0.0,23.95,998,5,1.0,9
4.0,1.292190003618132e-05,2,9.0,91.0,2017,523000,2017,1.0,17.19,1197,5,1.0,7
4.0,8.712926497752064e-06,1,20.0,184.0,2014,302000,2015,1.0,20.51,998,5,1.0,10
1.0,2.5e-05,1,30.0,290.0,2019,2300000,2019,1.0,13.68,2393,7,1.0,5
4.0,1.600179220072648e-05,2,4.0,38.0,2019,500000,2019,1.0,19.83,1198,7,1.0,5
4.0,5e-05,1,8.0,63.0,2021,1350000,2021,1.0,18.6,1498,5,1.0,3
4.0,1.667083437526048e-05,1,9.0,81.0,2019,472000,2019,1.0,20.3,1086,5,1.0,5
4.0,9.60864008916818e-06,2,20.0,163.0,2017,564000,2017,1.0,20.73,1373,5,1.0,7
1.0,1e-05,2,9.0,87.0,2017,409999,2017,1.0,25.4,1186,5,1.0,7
1.0,8.333333333333334e-06,1,29.0,273.0,2017,470000,2017,1.0,27.28,1047,5,1.0,7
4.0,1.8580798602723944e-05,1,20.0,157.0,2017,630000,2017,0.0,21.4,1197,5,1.0,7
1.0,1.0109792344865237e-05,1,6.0,54.0,2016,375000,2016,1.0,25.83,1498,5,1.0,8
1.0,9.090909090909091e-06,1,31.0,296.0,2017,520000,2017,1.0,21.66,1498,5,1.0,7
1.0,9.090909090909091e-06,3,17.0,147.0,2015,1000000,2015,1.0,16.0,2179,7,1.0,9
4.0,2.857142857142857e-05,1,9.0,90.0,2019,800000,2019,0.0,17.4,1197,5,1.0,5
4.0,2.7790901258927826e-05,1,8.0,66.0,2017,575000,2017,1.0,18.7,1199,5,1.0,7
1.0,2.2222222222222223e-05,1,12.0,101.0,2020,2050000,2020,1.0,16.3,1956,5,1.0,4
1.0,1.0975864074899296e-05,1,29.0,256.0,2019,1422000,2019,1.0,17.0,1956,5,1.0,5
4.0,4.2872454448017146e-05,1,9.0,87.0,2018,562000,2018,1.0,20.14,1197,5,1.0,6
4.0,1.934610176049526e-05,1,8.0,66.0,2018,690000,2018,0.0,18.2,1199,5,1.0,6
4.0,1.4329521680566302e-05,2,9.0,91.0,2017,573000,2017,1.0,17.19,1197,5,1.0,7
4.0,1.8652540476012832e-05,2,29.0,275.0,2018,558000,2018,0.0,20.3,1199,5,1.0,6
4.0,2.409522432653848e-05,1,20.0,179.0,2018,580000,2018,1.0,21.21,1197,5,1.0,6
4.0,2.2809698683880386e-05,2,8.0,69.0,2017,684000,2017,1.0,17.5,1199,5,1.0,7
4.0,9.090909090909091e-06,2,9.0,90.0,2010,290000,2010,1.0,17.0,1197,5,1.0,14
4.0,1.2923235978288964e-05,1,6.0,50.0,2018,762000,2018,0.0,14.8,1497,5,1.0,6
4.0,1.4436472303627886e-05,1,20.0,158.0,2018,663000,2018,1.0,21.1,998,5,1.0,6
1.0,1.8846588767433094e-05,1,20.0,178.0,2018,869999,2019,1.0,23.65,1248,5,1.0,6
4.0,1.4285714285714285e-05,2,23.0,220.0,2011,320000,2011,1.0,13.17,1999,5,1.0,13
4.0,1.722029928880164e-05,1,8.0,63.0,2017,750000,2017,1.0,17.0,1497,5,1.0,7
1.0,2.5e-05,1,6.0,50.0,2021,950000,2021,1.0,21.7,1498,5,1.0,3
4.0,5e-05,2,20.0,165.0,2020,1025000,2020,0.0,17.99,1462,7,1.0,4
4.0,1.4644933585226191e-05,2,20.0,180.0,2008,245000,2008,1.0,17.5,1298,5,1.0,16
4.0,1.3690190978164145e-05,0,8.0,59.0,2014,395000,2018,1.0,18.0,1198,5,1.0,10
1.0,2.0408163265306123e-05,1,9.0,73.0,2018,1080000,2018,1.0,22.1,1396,5,1.0,6
1.0,6.666666666666667e-06,1,2.0,34.0,2009,200000,2009,1.0,12.2,2499,10,1.0,15
4.0,2.103182114539298e-05,2,9.0,90.0,2016,608000,2017,1.0,18.6,1197,5,1.0,8
1.0,9.916306374201738e-06,2,9.0,91.0,2017,698000,2017,1.0,21.19,1396,5,1.0,7
1.0,6.291484475762056e-06,1,8.0,59.0,2013,335000,2013,1.0,24.7,1498,5,1.0,11
1.0,8.986744551786115e-06,1,9.0,90.0,2014,501999,2014,1.0,22.54,1396,5,1.0,10
4.0,1.3933398355858994e-05,2,9.0,73.0,2018,1027000,2018,0.0,14.8,1591,5,1.0,6
4.0,2.5e-05,1,9.0,86.0,2019,900000,2019,1.0,17.0,1591,5,1.0,5
4.0,1.803914494452963e-05,1,8.0,69.0,2017,769000,2017,1.0,17.5,1199,5,1.0,7
4.0,1.9456767063584716e-05,1,20.0,180.0,2016,595000,2016,0.0,18.5,1197,5,1.0,8
4.0,1.264814135562779e-05,2,20.0,185.0,2015,375000,2016,1.0,20.51,998,5,1.0,9
4.0,1.1164452383610585e-05,1,20.0,163.0,2015,585000,2016,1.0,20.73,1373,5,1.0,9
4.0,2e-05,2,9.0,86.0,2012,450000,2012,1.0,17.01,1591,5,1.0,12
1.0,3.3333333333333335e-05,1,29.0,264.0,2022,2150000,2022,1.0,16.14,1956,7,1.0,2
1.0,1e-05,2,1.0,14.0,2012,994999,2012,0.0,18.88,1995,5,1.0,12
4.0,5.41213400443795e-05,1,8.0,63.0,2021,1100000,2021,1.0,17.0,1497,5,1.0,3
4.0,8.333333333333334e-06,3,31.0,300.0,2014,350000,2014,1.0,16.47,1198,5,1.0,10
4.0,1.2952696751463654e-05,1,20.0,163.0,2018,730000,2018,0.0,20.28,1462,5,1.0,6
1.0,1.4285714285714285e-05,2,1.0,17.0,2012,1000000,2012,0.0,16.73,1995,5,1.0,12
1.0,1.282051282051282e-05,1,30.0,285.0,2013,1791000,2013,1.0,13.0,2982,7,1.0,11
1.0,1.8181818181818182e-05,2,1.0,14.0,2012,1350000,2012,0.0,22.69,1995,5,1.0,12
4.0,3.30338266384778e-05,1,9.0,77.0,2017,509999,2017,1.0,17.0,1197,5,1.0,7
4.0,1.5555728396982188e-05,1,6.0,50.0,2018,860000,2018,1.0,18.88,999,5,1.0,6
1.0,1.3038319621367199e-05,3,9.0,90.0,2014,484999,2014,1.0,22.54,1396,5,1.0,10
1.0,1e-05,1,22.0,214.0,2015,1700000,2015,0.0,20.7,1496,5,1.0,9
4.0,1.0494170488293753e-05,1,20.0,180.0,2017,636000,2017,0.0,21.21,1197,5,1.0,7
4.0,1.190405333015892e-05,1,31.0,296.0,2017,571000,2017,1.0,17.0,1198,5,1.0,7
4.0,0.000125,1,27.0,239.0,2021,825000,2021,0.0,19.03,999,5,1.0,3
4.0,2.0302919559832705e-05,1,4.0,39.0,2021,393000,2021,1.0,21.7,999,5,1.0,3
1.0,5e-05,1,13.0,108.0,2021,1100000,2021,1.0,18.4,1493,5,1.0,3
4.0,1.0254096511556366e-05,2,9.0,77.0,2016,420000,2016,1.0,18.9,1197,5,1.0,8
4.0,2.9328093380649324e-05,1,6.0,50.0,2017,704000,2018,1.0,18.88,999,5,1.0,7
4.0,0.0001,1,24.0,225.0,2022,950000,2022,0.0,17.4,999,5,1.0,2
4.0,5.194265530853937e-05,0,9.0,90.0,2021,770000,2018,1.0,20.0,998,5,1.0,3
1.0,3.3333333333333335e-05,1,13.0,108.0,2020,1200000,2020,0.0,19.31,1493,5,1.0,4
4.0,1.25e-05,3,5.0,42.0,2010,120000,2010,1.0,14.6,1368,5,1.0,14
4.0,3.909151323247723e-05,1,20.0,180.0,2021,750000,2021,1.0,20.85,1197,5,1.0,3
4.0,2.9411764705882354e-05,1,28.0,245.0,2022,3750000,2022,0.0,12.78,1984,7,1.0,2
1.0,2.2222222222222223e-05,1,1.0,20.0,2018,2655000,2018,0.0,20.68,1995,5,1.0,6
4.0,5e-05,2,27.0,238.0,2019,409999,2019,0.0,24.04,999,5,1.0,5
4.0,5e-05,1,24.0,225.0,2021,1050000,2021,1.0,20.0,999,5,1.0,3
1.0,8.104121756325266e-06,1,20.0,157.0,2016,622000,2016,1.0,27.39,1248,5,1.0,8
1.0,9.409550693954363e-06,2,31.0,300.0,2018,730000,2018,1.0,20.14,1498,5,1.0,6
4.0,1.7118597644480963e-05,1,8.0,63.0,2019,950000,2019,1.0,17.4,1497,5,1.0,5
4.0,5.3464499572284e-05,2,20.0,156.0,2017,357000,2017,1.0,23.95,998,5,1.0,7
4.0,3.681071928145476e-05,1,8.0,63.0,2015,621000,2015,1.0,17.4,1497,5,1.0,9
4.0,3.3333333333333335e-05,2,8.0,63.0,2020,1125000,2020,0.0,18.3,1498,5,1.0,4
1.0,1.3091746962714705e-05,1,13.0,107.0,2021,1639000,2021,0.0,18.0,1493,5,1.0,3
1.0,2.2222222222222223e-05,1,9.0,73.0,2017,1215000,2017,0.0,17.01,1582,5,1.0,7
4.0,5.8275058275058275e-05,1,9.0,90.0,2016,635000,2016,1.0,18.6,1197,5,1.0,8
4.0,6.322311437061389e-05,1,31.0,302.0,2022,1466000,2023,1.0,20.08,999,5,1.0,2
4.0,0.0001,2,27.0,238.0,2021,500000,2021,1.0,21.74,999,5,1.0,3
4.0,3.198157861072023e-05,0,27.0,238.0,2020,425000,2018,1.0,21.74,999,5,1.0,4
4.0,0.0001376083665886886,1,20.0,160.0,2019,500000,2019,1.0,23.1,998,5,1.0,5
4.0,3.3333333333333335e-05,2,8.0,66.0,2017,550000,2017,1.0,18.7,1199,5,1.0,7
4.0,1.6666666666666667e-05,2,29.0,263.0,2012,87000,2012,1.0,25.4,624,4,1.0,12
1.0,1e-05,3,17.0,138.0,2013,490000,2013,1.0,12.05,2179,8,1.0,11
4.0,4.484385370141168e-06,1,8.0,59.0,2014,300000,2017,1.0,18.6,1199,5,1.0,10
1.0,9.090909090909091e-06,1,20.0,179.0,2014,390000,2014,1.0,25.2,1248,5,1.0,10
1.0,7.5308576893822434e-06,2,6.0,54.0,2010,210000,2010,1.0,20.0,1399,5,1.0,14
1.0,3.407038942455112e-05,1,29.0,265.0,2021,1105000,2021,0.0,22.07,1497,5,1.0,3
4.0,9.952229299363058e-05,1,29.0,265.0,2018,725000,2018,1.0,17.0,1198,5,1.0,6
4.0,2e-05,2,20.0,163.0,2016,580000,2016,1.0,20.73,1373,5,1.0,8
4.0,6.804572672836147e-05,1,20.0,157.0,2017,659000,2017,0.0,21.4,1197,5,1.0,7
4.0,3.6828343092844256e-05,1,27.0,238.0,2016,356000,2016,1.0,25.17,799,5,1.0,8
4.0,2e-05,1,9.0,77.0,2016,480000,2016,1.0,18.9,1197,5,1.0,8
4.0,2.2789945076232365e-05,1,27.0,243.0,2021,689000,2021,1.0,20.0,999,7,1.0,3
4.0,2.4703557312252964e-05,1,31.0,300.0,2017,625000,2017,1.0,16.2,1199,5,1.0,7
4.0,3.1141006477329346e-05,1,6.0,50.0,2018,802999,2018,1.0,17.0,1497,5,1.0,6
4.0,3.201126796632415e-05,2,20.0,160.0,2017,516000,2017,1.0,25.24,998,5,1.0,7
1.0,5e-05,1,20.0,163.0,2018,950000,2018,1.0,28.09,1248,5,1.0,6
1.0,1.25e-05,2,17.0,147.0,2014,825000,2014,1.0,15.1,2179,7,1.0,10
1.0,1.0975502678022653e-05,1,17.0,134.0,2017,375000,2017,1.0,25.32,1198,6,1.0,7
4.0,1.4541858740384197e-05,0,20.0,154.0,2009,180000,2018,1.0,19.7,796,5,1.0,15
4.0,3.3333333333333335e-05,1,13.0,105.0,2022,1900000,2022,0.0,16.5,1353,6,1.0,2
4.0,0.0001,1,13.0,108.0,2022,900000,2022,1.0,18.4,1197,5,1.0,2
4.0,2.347417840375587e-05,1,20.0,155.0,2013,204999,2013,1.0,22.74,796,5,1.0,11
4.0,7.535795026375282e-05,0,20.0,157.0,2021,710000,2018,1.0,21.01,1197,5,1.0,3
4.0,2.5e-05,1,20.0,180.0,2019,630000,2019,1.0,21.21,1197,5,1.0,5
4.0,8.333333333333334e-06,3,6.0,52.0,2009,155000,2009,1.0,15.3,1596,5,1.0,15
4.0,4.487121959974872e-05,2,8.0,63.0,2017,799000,2017,1.0,17.8,1497,5,1.0,7
4.0,8.242664029014178e-05,1,20.0,184.0,2022,630000,2022,1.0,20.52,1197,5,1.0,2
4.0,1.2650541443173768e-05,1,29.0,273.0,2018,415000,2018,1.0,19.01,1199,5,1.0,6
4.0,2.0678246484698098e-05,3,29.0,273.0,2016,417000,2016,1.0,23.84,1199,5,1.0,8
4.0,1.833583923136162e-05,2,27.0,238.0,2016,334000,2016,1.0,25.17,799,5,1.0,8
4.0,3.109742824268433e-05,1,20.0,180.0,2017,590000,2017,1.0,20.85,1197,5,1.0,7
4.0,2.925516353636417e-05,1,13.0,107.0,2019,1028999,2019,1.0,16.8,1497,5,1.0,5
1.0,5.65607660590155e-06,1,20.0,179.0,2009,250000,2010,1.0,28.4,1248,5,1.0,15
4.0,1.2268734357363695e-05,1,24.0,225.0,2021,711000,2021,1.0,18.75,999,5,1.0,3
4.0,2.3789133123988963e-05,2,29.0,265.0,2020,950000,2020,0.0,16.35,1199,5,1.0,4
1.0,4.4444444444444447e-05,1,21.0,205.0,2015,2140000,2016,0.0,13.0,2143,5,1.0,9
4.0,1.25e-05,3,2.0,25.0,2008,140000,2008,1.0,14.49,1399,5,1.0,16
4.0,3.3738191632928474e-05,1,8.0,69.0,2017,760000,2018,1.0,17.5,1199,5,1.0,7
1.0,1.923076923076923e-05,1,14.0,116.0,2018,7000000,2018,0.0,22.3,1999,5,1.0,6
1.0,1e-05,3,9.0,90.0,2012,300000,2012,1.0,21.9,1396,5,1.0,12
1.0,3.125e-05,1,6.0,50.0,2020,1080000,2020,1.0,21.7,1498,5,1.0,4
4.0,4.223329673114283e-05,2,20.0,163.0,2016,650000,2016,1.0,20.73,1373,5,1.0,8
4.0,2.5972676744065244e-05,1,20.0,157.0,2018,680000,2018,1.0,21.01,1197,5,1.0,6
1.0,1e-05,1,28.0,245.0,2018,2200000,2018,0.0,16.25,1968,7,1.0,6
4.0,3.3333333333333335e-05,2,6.0,54.0,2020,515000,2020,1.0,18.5,1194,5,1.0,4
4.0,2.4943254096929487e-05,1,9.0,77.0,2019,520000,2020,1.0,18.9,1197,5,1.0,5
4.0,2.0784403383700872e-05,1,27.0,238.0,2016,344000,2016,1.0,25.17,799,5,1.0,8
1.0,2e-05,1,21.0,197.0,2017,3100000,2017,0.0,19.27,2143,5,1.0,7
4.0,1.9807471378203857e-05,1,9.0,85.0,2021,923000,2021,1.0,18.27,998,5,1.0,3
4.0,3.778575477045154e-05,1,8.0,66.0,2017,662000,2017,0.0,19.0,1199,5,1.0,7
4.0,2e-05,2,21.0,197.0,2008,750000,2008,0.0,11.74,1796,5,1.0,16
4.0,3.0078806472959153e-05,1,20.0,180.0,2017,637000,2017,0.0,21.21,1197,5,1.0,7
1.0,3.3333333333333335e-05,1,6.0,50.0,2019,800000,2019,1.0,23.0,1498,5,1.0,5
4.0,3.149209548403351e-05,1,27.0,238.0,2021,454000,2021,1.0,21.74,999,5,1.0,3
1.0,1.0870510479172103e-05,2,12.0,101.0,2018,1184000,2018,1.0,17.1,1956,5,1.0,6
1.0,1.4285714285714285e-05,1,20.0,183.0,2019,760000,2019,1.0,24.3,1248,5,1.0,5
1.0,1.6666666666666667e-05,1,30.0,289.0,2013,1100000,2013,1.0,12.99,2494,8,1.0,11
4.0,3.3333333333333335e-05,1,9.0,77.0,2019,545000,2019,1.0,18.9,1197,5,1.0,5
4.0,2e-05,2,28.0,249.0,2013,400000,2013,0.0,14.3,1598,5,1.0,11
4.0,1.8779342723004694e-05,1,20.0,184.0,2010,254999,2010,1.0,21.79,998,5,1.0,14
1.0,1.939676074095626e-05,1,28.0,244.0,2010,250000,2010,1.0,19.4,1422,5,1.0,14
4.0,0.0001,1,20.0,179.0,2022,750000,2022,1.0,22.38,1197,5,1.0,2
1.0,2.5e-05,1,9.0,90.0,2019,700000,2019,1.0,22.54,1396,5,1.0,5
4.0,9.090909090909091e-06,1,8.0,63.0,2011,365000,2011,1.0,16.8,1497,5,1.0,13
4.0,1.6666666666666667e-05,1,8.0,63.0,2017,750000,2017,1.0,17.4,1497,5,1.0,7
4.0,1.1697821865568631e-05,3,9.0,74.0,2014,254000,2014,1.0,21.1,814,5,1.0,10
4.0,0.00019912385503783353,1,29.0,253.0,2022,925000,2022,0.0,18.5,1199,5,1.0,2
4.0,2.5389732392220588e-05,1,20.0,157.0,2019,750000,2019,0.0,19.56,1197,5,1.0,5
4.0,1.3759132624279365e-05,2,27.0,238.0,2016,326000,2016,1.0,25.17,799,5,1.0,8
4.0,1.194200960137572e-05,2,9.0,77.0,2015,432000,2015,1.0,18.9,1197,5,1.0,9
4.0,9.477774618519572e-05,1,31.0,300.0,2021,950000,2021,1.0,16.2,1199,5,1.0,3
4.0,3.1451486082717406e-05,3,20.0,160.0,2019,479000,2019,0.0,23.1,998,5,1.0,5
4.0,1.3045293258192444e-05,2,20.0,175.0,2009,229999,2009,1.0,21.1,1197,5,1.0,15
4.0,1.903891554337065e-05,1,4.0,39.0,2017,301000,2017,1.0,22.7,799,5,1.0,7
1.0,1.0398793739926168e-05,1,20.0,179.0,2013,443000,2013,1.0,22.9,1248,5,1.0,11
1.0,1.0768899418479431e-05,1,9.0,90.0,2014,440000,2014,1.0,22.54,1396,5,1.0,10
4.0,2.1287465940054495e-05,1,20.0,165.0,2013,660000,2013,1.0,19.01,1462,7,1.0,11
4.0,2.748536404364676e-05,1,20.0,154.0,2007,165000,2008,1.0,19.7,796,5,1.0,17
4.0,3.846153846153846e-05,1,13.0,108.0,2021,1225000,2021,0.0,18.3,998,5,1.0,3
4.0,2.331491455083817e-05,1,20.0,179.0,2018,620000,2018,0.0,21.21,1197,5,1.0,6
4.0,2.8868360277136258e-05,1,20.0,184.0,2015,395000,2015,1.0,18.9,998,5,1.0,9
4.0,2.5e-05,1,20.0,157.0,2017,580000,2017,1.0,21.4,1197,5,1.0,7
1.0,7.73359318206425e-06,0,20.0,180.0,2009,310000,2018,1.0,19.3,1248,5,1.0,15
4.0,2.3440063756973418e-05,1,31.0,302.0,2021,1450000,2021,1.0,20.08,999,5,1.0,3
4.0,1.5622314914624048e-05,1,9.0,87.0,2016,525000,2016,0.0,19.1,1197,5,1.0,8
4.0,1.1661807580174927e-05,3,20.0,179.0,2013,409999,2014,1.0,22.38,1197,5,1.0,11
4.0,4.03648986841043e-05,1,8.0,66.0,2021,865000,2021,1.0,17.1,1199,5,1.0,3
4.0,1.345026093506214e-05,1,9.0,77.0,2019,581000,2019,1.0,18.9,1197,5,1.0,5
4.0,2.456338581710103e-05,1,29.0,275.0,2017,518000,2017,1.0,20.3,1199,5,1.0,7
4.0,2.5389732392220588e-05,1,20.0,157.0,2019,790000,2019,0.0,19.56,1197,5,1.0,5
4.0,1.0660298914781571e-05,2,20.0,157.0,2016,547000,2016,1.0,21.4,1197,5,1.0,8
1.0,1.25e-05,1,6.0,54.0,2014,300000,2014,1.0,20.0,1399,5,1.0,10
4.0,1.1586948461253244e-05,1,29.0,273.0,2016,407000,2017,1.0,23.84,1199,5,1.0,8
4.0,2.1474895846755144e-05,2,8.0,69.0,2019,692000,2019,1.0,17.5,1199,5,1.0,5
4.0,1.3446824532386678e-05,1,20.0,179.0,2015,455000,2015,1.0,21.21,1197,5,1.0,9
4.0,2.0790885275895046e-05,1,20.0,155.0,2016,295000,2017,1.0,22.74,796,5,1.0,8
4.0,2.746649088112503e-05,2,8.0,63.0,2014,680000,2014,0.0,18.0,1497,5,1.0,10
1.0,1.6666666666666667e-05,1,20.0,165.0,2017,985000,2017,1.0,24.52,1248,7,1.0,7
4.0,1.620850622406639e-05,2,9.0,89.0,2014,340000,2014,1.0,20.36,1197,5,1.0,10
1.0,9.090909090909091e-06,1,29.0,258.0,2007,100000,2007,1.0,17.2,1396,5,1.0,17
4.0,1.173392159393591e-05,1,20.0,160.0,2015,365000,2015,1.0,23.1,998,5,1.0,9
1.0,8.333333333333334e-06,1,30.0,289.0,2012,1050000,2012,1.0,12.99,2494,8,1.0,12
