Fuel_Type,Kilometers_Driven,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,price,Registration_Year,Transmission_Type,Mileage(kmpl),Engine_CC,No_of_Seats,city,Car_Age
Petrol,10000,2,Maruti,Maruti Alto K10,2015,425000,2015,Automatic,23.95,998,5,bangalore,9
Petrol,38153,1,Maruti,Maruti Baleno,2016,686000,2016,Manual,21.4,1197,5,bangalore,8
Petrol,76485,1,Maruti,Maruti Swift,2015,517000,2015,Manual,22.38,1197,5,bangalore,9
Petrol,40000,2,Maruti,Maruti Wagon R,2015,385000,2015,Manual,20.51,998,5,bangalore,9
Petrol,40623,1,Maruti,Maruti Baleno,2016,675000,2016,Manual,21.4,1197,5,bangalore,8
Diesel,18000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000,2018,Automatic,19.27,2143,5,bangalore,6
Petrol,88051,1,Maruti,Maruti Swift,2014,499000,2014,Manual,22.38,1197,5,bangalore,10
Petrol,16522,1,Maruti,Maruti Swift,2022,774000,2022,Manual,22.38,1197,5,bangalore,2
Diesel,70000,2,Jeep,Jeep Compass,2019,1475000,2019,Manual,16.3,1956,5,bangalore,5
Petrol,80000,3,Maruti,Maruti Wagon R,2008,240000,2008,Manual,18.9,1061,5,bangalore,16
Diesel,50000,1,Hyundai,Hyundai Venue,2019,1025000,2019,Manual,23.7,1396,5,bangalore,5
Petrol,10000,1,Tata,Tata Nexon,2023,1400000,2023,Manual,17.33,1199,5,bangalore,1
Petrol,57000,2,Hyundai,Hyundai EON,2013,285000,2013,Manual,21.1,814,5,bangalore,11
Petrol,10000,1,Maruti,Maruti Baleno,2019,780000,2019,Manual,21.4,1197,5,bangalore,5
Petrol,50000,2,Maruti,Maruti Swift,2012,475000,2012,Manual,18.6,1197,5,bangalore,12
Diesel,120000,1,Mahindra,Mahindra XUV300,2019,750000,2019,Manual,20.0,1497,5,bangalore,5
Petrol,35469,1,Hyundai,Hyundai Grand i10,2014,555000,2015,Manual,18.9,1197,5,bangalore,10
Petrol,40073,2,Honda,Honda Jazz,2017,607000,2017,Manual,18.7,1199,5,bangalore,7
Petrol,65730,2,Hyundai,Hyundai Grand i10,2017,513999,2017,Manual,18.9,1197,5,bangalore,7
Petrol,120000,2,Maruti,Maruti Baleno,2005,250000,2005,Manual,15.4,1590,5,bangalore,19
Petrol,36184,2,Maruti,Maruti Baleno,2016,705000,2016,Manual,21.4,1197,5,bangalore,8
Petrol,69310,1,Maruti,Maruti Baleno,2016,653000,2016,Manual,21.4,1197,5,bangalore,8
Petrol,55643,1,Honda,Honda City,2015,872000,2015,Automatic,18.0,1497,5,bangalore,9
Petrol,62803,2,Hyundai,Hyundai Grand i10,2017,564000,2017,Automatic,18.9,1197,5,bangalore,7
Diesel,90000,2,Volkswagen,Volkswagen Polo,2011,370000,2011,Manual,22.07,1199,5,bangalore,13
Petrol,68656,1,Maruti,Maruti Swift,2015,550000,2015,Manual,22.38,1197,5,bangalore,9
Petrol,77501,3,Honda,Honda Jazz,2016,517000,2016,Manual,18.7,1199,5,bangalore,8
Petrol,40000,1,Maruti,Maruti Swift Dzire,2016,620000,2016,Manual,20.85,1197,5,bangalore,8
Petrol,48325,1,Honda,Honda City,2014,750000,2014,Automatic,18.0,1497,5,bangalore,10
Petrol,30000,1,Tata,Tata Nexon,2022,1220000,2022,Manual,17.57,1199,5,bangalore,2
Diesel,100000,2,Mercedes-Benz,Mercedes-Benz B Class,2013,1350000,2013,Automatic,14.8,2143,5,bangalore,11
Petrol,69000,1,Maruti,Maruti Swift,2015,575000,2015,Manual,22.0,1197,5,bangalore,9
Diesel,110000,1,Jeep,Jeep Compass,2018,1250000,2018,Manual,17.1,1956,5,bangalore,6
Petrol,50000,2,Hyundai,Hyundai Verna,2016,868000,2016,Manual,17.01,1591,5,bangalore,8
Diesel,60000,1,Kia,Kia Carnival,2020,3000000,2020,Automatic,14.11,2199,8,bangalore,4
Petrol,20000,1,Hyundai,Hyundai i20,2021,980000,2021,Manual,20.0,998,5,bangalore,3
Petrol,14999,1,Maruti,Maruti Swift,2022,900000,2022,Automatic,22.56,1197,5,bangalore,2
Petrol,90773,2,Honda,Honda Jazz,2016,550000,2016,Manual,18.7,1199,5,bangalore,8
Diesel,90000,1,Skoda,Skoda Rapid,2012,450000,2012,Manual,20.5,1598,5,bangalore,12
Petrol,64917,2,Maruti,Maruti Swift,2017,610000,2017,Manual,20.4,1197,5,bangalore,7
Petrol,70235,1,Honda,Honda Jazz,2017,543000,2017,Manual,18.7,1199,5,bangalore,7
Petrol,30000,1,Hyundai,Hyundai i20,2021,980000,2021,Manual,20.0,998,5,bangalore,3
Petrol,78782,1,Honda,Honda Jazz,2016,535000,2016,Manual,18.7,1199,5,bangalore,8
Diesel,164000,2,Mahindra,Mahindra XUV500,2014,850000,2014,Manual,15.1,2179,7,bangalore,10
Petrol,72136,2,Maruti,Maruti Ciaz,2016,661000,2016,Manual,20.73,1373,5,bangalore,8
Petrol,52486,2,Maruti,Maruti Swift,2015,505000,2015,Manual,22.38,1197,5,bangalore,9
Diesel,150000,1,Skoda,Skoda Laura,2007,450000,2007,Automatic,15.6,1896,5,bangalore,17
Petrol,36887,1,Honda,Honda WR-V,2017,865000,2017,Manual,17.5,1199,5,bangalore,7
Petrol,47962,1,Hyundai,Hyundai Venue,2019,999000,2019,Manual,18.27,998,5,bangalore,5
Diesel,135000,1,Nissan,Nissan Terrano,2014,595000,2014,Manual,20.45,1461,5,bangalore,10
Petrol,47398,2,Skoda,Skoda Superb,2018,2365000,2018,Automatic,14.67,1798,5,bangalore,6
Petrol,50000,2,Fiat,Fiat Linea,2012,400000,2012,Manual,14.6,1368,5,bangalore,12
Diesel,100000,1,Maruti,Maruti Swift Dzire,2012,550000,2012,Manual,19.3,1248,5,bangalore,12
Diesel,55000,1,BMW,BMW X4,2020,6050000,2020,Automatic,14.71,2993,5,bangalore,4
Diesel,110000,2,BMW,BMW X3,2011,1600000,2011,Automatic,16.55,1995,5,bangalore,13
Petrol,90000,3,Volkswagen,Volkswagen Polo,2013,520000,2013,Automatic,17.21,1197,5,bangalore,11
Petrol,116624,1,Maruti,Maruti Baleno,2016,616000,2016,Manual,21.4,1197,5,bangalore,8
Petrol,54561,2,Maruti,Maruti Ciaz,2019,795000,2019,Manual,21.56,1462,5,bangalore,5
Petrol,65072,1,Honda,Honda Jazz,2016,624000,2016,Manual,18.7,1199,5,bangalore,8
Petrol,133532,1,Hyundai,Hyundai Grand i10,2017,549000,2017,Manual,18.9,1197,5,bangalore,7
Diesel,120000,3,Toyota,Toyota Innova,2010,760000,2010,Manual,11.4,2494,7,bangalore,14
Petrol,39886,1,Maruti,Maruti Swift Dzire,2013,524000,2013,Manual,22.41,1197,5,bangalore,11
Diesel,80000,1,Mahindra,Mahindra XUV500,2019,1650000,2019,Manual,15.1,2179,7,bangalore,5
Diesel,56976,2,Maruti,Maruti Swift,2015,583000,2015,Manual,25.2,1248,5,bangalore,9
Petrol,68303,2,Volkswagen,Volkswagen Vento,2020,1147000,2020,Manual,17.69,999,5,bangalore,4
Petrol,80000,2,Mini,Mini Cooper,2013,1750000,2013,Automatic,13.6,1598,4,bangalore,11
Diesel,54000,1,Skoda,Skoda Rapid,2016,825000,2016,Automatic,21.72,1498,5,bangalore,8
Diesel,98500,1,Land Rover,Land Rover Discovery Sport,2016,3150000,2016,Automatic,12.51,2179,7,bangalore,8
Petrol,72348,1,Volkswagen,Volkswagen Polo,2018,755000,2018,Manual,16.2,1199,5,bangalore,6
Petrol,70000,1,Hyundai,Hyundai Creta,2015,875000,2015,Manual,13.0,1591,5,bangalore,9
Petrol,62696,1,Volkswagen,Volkswagen Polo,2021,855000,2021,Manual,17.74,999,5,bangalore,3
Diesel,174000,3,Toyota,Toyota Fortuner,2014,1845000,2014,Automatic,12.55,2982,7,bangalore,10
Petrol,65000,1,Hyundai,Hyundai Grand i10,2016,525000,2016,Manual,18.9,1197,5,bangalore,8
Petrol,36000,1,Hyundai,Hyundai Grand i10,2017,650000,2017,Automatic,18.9,1197,5,bangalore,7
Diesel,199000,2,Toyota,Toyota Innova,2011,950000,2011,Manual,12.8,2494,7,bangalore,13
Petrol,71905,1,Honda,Honda City,2018,846000,2018,Automatic,18.0,1497,5,bangalore,6
Petrol,69748,2,Maruti,Maruti Swift,2013,424000,2013,Manual,22.38,1197,5,bangalore,11
Petrol,44000,1,Maruti,Maruti Alto,2008,210000,2008,Manual,19.7,796,5,bangalore,16
Petrol,17875,2,Toyota,Toyota Yaris,2021,959000,2021,Manual,17.1,1496,5,bangalore,3
Petrol,95678,1,Renault,Renault Duster,2020,889000,2021,Manual,16.42,1330,5,bangalore,4
Petrol,12003,1,Renault,Renault Kiger,2022,850000,2022,Automatic,19.03,999,5,bangalore,2
Diesel,114427,2,Ford,Ford Ecosport,2018,836000,2018,Manual,23.0,1498,5,bangalore,6
Petrol,20000,1,Renault,Renault Kiger,2022,660000,2022,Automatic,19.03,999,5,bangalore,2
Petrol,64655,1,Honda,Honda Brio,2012,334000,2012,Manual,19.4,1198,5,bangalore,12
Petrol,46456,1,Mahindra,Mahindra KUV 100,2018,594000,2018,Manual,18.15,1198,6,bangalore,6
Petrol,20000,1,Renault,Renault Kiger,2021,991000,2021,Automatic,18.24,999,5,bangalore,3
Diesel,50000,1,Jeep,Jeep Compass,2018,1450000,2018,Manual,17.1,1956,5,bangalore,6
Diesel,90000,4,Volkswagen,Volkswagen Vento,2011,219000,2011,Manual,20.54,1598,5,bangalore,13
Diesel,20000,1,Hyundai,Hyundai Venue,2022,1285000,2022,Manual,19.31,1493,5,bangalore,2
Petrol,27000,1,Volvo,Volvo XC40,2021,4195000,2021,Automatic,19.31,1969,5,bangalore,3
Diesel,150000,3,Toyota,Toyota Innova,2008,455000,2008,Manual,12.8,2494,8,bangalore,16
Petrol,10000,1,Maruti,Maruti Baleno,2022,825000,2022,Manual,22.35,1197,5,bangalore,2
Petrol,40000,1,Honda,Honda City,2018,825000,2018,Manual,17.4,1497,5,bangalore,6
Diesel,40000,1,Ford,Ford Ecosport,2020,919999,2020,Manual,23.0,1498,5,bangalore,4
Diesel,20000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000,2018,Automatic,19.27,2143,5,bangalore,6
Diesel,91598,2,Ford,Ford Ecosport,2017,729000,2017,Manual,22.77,1498,5,bangalore,7
Petrol,57521,1,Maruti,Maruti Celerio,2015,432000,2015,Manual,25.24,998,5,bangalore,9
Diesel,100000,1,Renault,Renault Duster,2016,700000,2016,Manual,19.87,1461,5,bangalore,8
Petrol,7598,1,Hyundai,Hyundai Verna,2021,1499000,2021,Manual,17.7,1497,5,bangalore,3
Petrol,38520,1,Renault,Renault Duster,2017,762000,2017,Manual,13.06,1598,5,bangalore,7
Petrol,20000,1,MG,MG Astor,2022,1625000,2022,Manual,15.43,1498,5,bangalore,2
Diesel,110455,2,Renault,Renault Duster,2014,632000,2014,Manual,20.45,1461,5,bangalore,10
Petrol,26901,1,Hyundai,Hyundai Venue,2020,1218000,2020,Automatic,18.15,998,5,bangalore,4
Petrol,65376,1,Hyundai,Hyundai Grand i10,2017,524000,2017,Automatic,18.9,1197,5,bangalore,7
Diesel,28177,3,Mahindra,Mahindra XUV500,2018,1405000,2018,Manual,15.1,2179,7,bangalore,6
Petrol,10000,1,Kia,Kia Sonet,2022,1390000,2022,Manual,18.2,998,5,bangalore,2
Petrol,30000,1,MG,MG Hector,2021,1889999,2021,Automatic,19.31,1451,5,bangalore,3
Petrol,27000,1,Hyundai,Hyundai Creta,2018,1275000,2018,Automatic,13.0,1591,5,bangalore,6
Petrol,90000,3,Hyundai,Hyundai i10,2010,275000,2010,Automatic,19.2,1197,5,bangalore,14
Petrol,20000,1,Honda,Honda City,2022,1125000,2022,Manual,17.4,1497,5,bangalore,2
Petrol,82998,1,Honda,Honda City,2016,650000,2016,Automatic,18.0,1497,5,bangalore,8
Petrol,110000,3,Audi,Audi A4,2010,700000,2010,Automatic,12.3,1781,5,bangalore,14
Petrol,14500,1,Honda,Honda City,2019,1100000,2019,Manual,17.14,1497,5,bangalore,5
Diesel,120000,3,Mahindra,Mahindra Verito,2016,260000,2016,Manual,21.03,1461,5,bangalore,8
Petrol,68000,2,Hyundai,Hyundai i10,2010,395000,2010,Automatic,19.2,1197,5,bangalore,14
Petrol,25887,1,Hyundai,Hyundai Xcent,2019,681000,2019,Manual,20.14,1197,5,bangalore,5
Petrol,74094,1,Maruti,Maruti S-Presso,2020,405000,2020,Manual,21.7,998,5,bangalore,4
Petrol,40000,1,Honda,Honda Jazz,2018,765000,2018,Automatic,19.0,1199,5,bangalore,6
Diesel,91045,1,Maruti,Maruti Ritz,2014,487000,2014,Manual,23.2,1248,5,bangalore,10
Diesel,80033,1,Mahindra,Mahindra XUV500,2018,1474000,2019,Manual,15.1,2179,7,bangalore,6
Diesel,70000,2,Mahindra,Mahindra XUV500,2017,1340000,2017,Automatic,16.0,2179,7,bangalore,7
Petrol,13957,1,Renault,Renault Triber,2021,770000,2021,Automatic,18.2,999,7,bangalore,3
Petrol,34140,2,Maruti,Maruti Baleno,2018,818000,2018,Automatic,21.4,1197,5,bangalore,6
Petrol,20056,1,Ford,Ford Ecosport,2017,724000,2017,Manual,17.0,1497,5,bangalore,7
Petrol,38233,3,Maruti,Maruti Celerio,2016,468000,2016,Automatic,26.0,998,5,bangalore,8
Petrol,100000,1,Volkswagen,Volkswagen Jetta,2013,500000,2013,Manual,14.69,1390,5,bangalore,11
Diesel,50000,2,Ford,Ford Ecosport,2016,600000,2016,Manual,22.77,1498,5,bangalore,8
Diesel,70000,2,Mahindra,Mahindra XUV500,2017,1350000,2017,Manual,16.0,2179,7,bangalore,7
Petrol,44000,1,Hyundai,Hyundai Grand i10,2016,525000,2016,Manual,18.9,1197,5,bangalore,8
Petrol,90000,2,Hyundai,Hyundai Getz,2006,175000,2006,Manual,15.3,1341,5,bangalore,18
Petrol,30000,1,Maruti,Maruti Ciaz,2016,725000,2016,Automatic,19.12,1373,5,bangalore,8
Petrol,50000,1,Hyundai,Hyundai Grand i10,2018,550000,2018,Manual,18.9,1197,5,bangalore,6
Petrol,98000,1,Maruti,Maruti Swift,2019,650000,2019,Manual,22.0,1197,5,bangalore,5
Petrol,47000,1,Honda,Honda Jazz,2017,775000,2017,Automatic,18.2,1199,5,bangalore,7
Petrol,70000,1,Hyundai,Hyundai Verna,2019,900000,2019,Manual,17.0,1591,5,bangalore,5
Petrol,16998,1,Maruti,Maruti Alto 800,2020,408000,2020,Manual,22.05,796,5,bangalore,4
Petrol,15256,1,Hyundai,Hyundai Grand i10,2017,642000,2017,Automatic,18.9,1197,5,bangalore,7
Petrol,4495,1,Datsun,Datsun RediGO,2020,521000,2020,Automatic,22.5,999,5,bangalore,4
Petrol,34561,1,Renault,Renault Triber,2020,695000,2020,Manual,20.0,999,7,bangalore,4
Petrol,40000,2,Maruti,Maruti Alto K10,2018,390000,2018,Manual,23.95,998,5,bangalore,6
Petrol,142135,1,Tata,Tata Tiago,2016,429000,2016,Manual,23.84,1199,5,bangalore,8
Petrol,120000,1,Ford,Ford Aspire,2021,520000,2021,Manual,18.5,1194,5,bangalore,3
Petrol,9553,1,Maruti,Maruti Wagon R,2019,625000,2019,Automatic,20.52,1197,5,bangalore,5
Petrol,7600,1,Renault,Renault KWID,2022,601000,2022,Manual,21.46,999,5,bangalore,2
Diesel,120000,1,Jeep,Jeep Compass,2017,1300000,2017,Manual,17.1,1956,5,bangalore,7
Petrol,20000,1,Hyundai,Hyundai Grand i10,2017,645000,2017,Automatic,18.9,1197,5,bangalore,7
Diesel,120000,2,Audi,Audi Q7,2013,1975000,2013,Automatic,12.07,2967,7,bangalore,11
Petrol,45578,1,Hyundai,Hyundai i20,2016,695000,2016,Manual,18.6,1197,5,bangalore,8
Diesel,100000,2,BMW,BMW 3 Series,2014,1644000,2014,Automatic,22.69,1995,5,bangalore,10
Petrol,42000,1,Ford,Ford Ecosport,2019,894999,2019,Manual,17.0,1497,5,bangalore,5
Petrol,90000,2,Hyundai,Hyundai i10,2013,350000,2013,Manual,20.36,1197,5,bangalore,11
Diesel,70000,1,Hyundai,Hyundai Verna,2012,550000,2012,Manual,22.32,1582,5,bangalore,12
Diesel,100000,3,Ford,Ford Endeavour,2010,750000,2010,Automatic,11.4,2953,7,bangalore,14
Petrol,16306,1,Maruti,Maruti Ignis,2017,581000,2017,Manual,20.89,1197,5,bangalore,7
Petrol,25086,3,Maruti,Maruti Wagon R,2020,513000,2020,Manual,20.52,1197,5,bangalore,4
Petrol,54845,1,Maruti,Maruti Baleno,2017,650000,2017,Manual,21.01,1197,5,bangalore,7
Diesel,35642,1,Ford,Ford Freestyle,2020,806000,2020,Manual,24.4,1498,5,bangalore,4
Petrol,22173,1,Maruti,Maruti Baleno,2016,725000,2016,Automatic,21.4,1197,5,bangalore,8
Diesel,50000,1,BMW,BMW 5 Series,2018,4950000,2018,Automatic,17.42,2993,5,bangalore,6
Petrol,67790,1,Hyundai,Hyundai Grand i10,2014,426000,2014,Manual,18.9,1197,5,bangalore,10
Petrol,38000,1,Maruti,Maruti Alto K10,2019,484999,2019,Manual,23.95,998,5,bangalore,5
Petrol,49713,2,Honda,Honda Brio,2012,351000,2012,Manual,19.4,1198,5,bangalore,12
Petrol,10002,1,Renault,Renault KWID,2021,490000,2021,Manual,21.46,999,5,bangalore,3
Diesel,46706,1,Mahindra,Mahindra XUV500,2017,1495000,2017,Manual,16.0,2179,7,bangalore,7
Diesel,90000,2,Maruti,Maruti Swift,2014,509999,2014,Manual,25.2,1248,5,bangalore,10
Diesel,106000,1,BMW,BMW X3,2016,2750000,2016,Automatic,18.56,1995,5,bangalore,8
Petrol,55833,1,Volkswagen,Volkswagen Polo,2017,1025000,2017,Automatic,17.21,1197,5,bangalore,7
Diesel,46716,2,Audi,Audi Q3,2015,2345000,2015,Automatic,15.73,1968,5,bangalore,9
Diesel,54000,1,Skoda,Skoda Rapid,2016,825000,2016,Manual,21.13,1498,5,bangalore,8
Diesel,68000,2,Ford,Ford Ecosport,2016,675000,2016,Manual,21.7,1498,5,bangalore,8
Diesel,113348,3,Ford,Ford Figo,2010,190000,2010,Manual,20.0,1399,5,bangalore,14
Diesel,134000,1,Audi,Audi A6,2014,890000,2016,Automatic,17.68,1968,5,bangalore,10
Petrol,20000,1,Renault,Renault Kiger,2022,823000,2022,Automatic,19.03,999,5,bangalore,2
Petrol,52311,1,Maruti,Maruti Swift,2014,554000,2014,Manual,22.38,1197,5,bangalore,10
Petrol,59514,1,Maruti,Maruti Swift Dzire,2014,499000,2015,Manual,22.41,1197,5,bangalore,10
Petrol,10000,1,Renault,Renault Kiger,2022,815000,2022,Automatic,19.03,999,5,bangalore,2
Petrol,36743,1,Maruti,Maruti Baleno,2020,719000,2020,Manual,21.01,1197,5,bangalore,4
Petrol,83046,1,Maruti,Maruti Celerio,2015,372000,2015,Manual,25.24,998,5,bangalore,9
Petrol,10000,1,Maruti,Maruti Celerio,2018,515000,2018,Automatic,23.1,998,5,bangalore,6
Petrol,59420,2,Honda,Honda Jazz,2016,554000,2016,Manual,18.7,1199,5,bangalore,8
Petrol,4545,1,Tata,Tata Tigor,2023,700000,2023,Manual,20.3,1199,5,bangalore,1
Petrol,70404,1,Maruti,Maruti Swift,2011,409999,2011,Manual,22.38,1197,5,bangalore,13
Petrol,39725,1,Maruti,Maruti Ciaz,2016,685000,2016,Manual,20.73,1373,5,bangalore,8
Petrol,10000,1,BMW,BMW 3 Series,2022,5500000,2022,Automatic,16.13,1998,5,bangalore,2
Diesel,10000,1,Kia,Kia Seltos,2022,1800000,2022,Automatic,17.8,1493,5,bangalore,2
Petrol,60000,2,Maruti,Maruti Wagon R,2006,180000,2006,Manual,18.9,998,5,bangalore,18
Petrol,50000,2,Ford,Ford Ecosport,2018,765000,2018,Manual,17.0,1497,5,bangalore,6
Petrol,10000,1,MG,MG Hector,2023,1950000,2023,Manual,13.79,1451,5,bangalore,1
Petrol,50000,3,Hyundai,Hyundai Elantra,2013,491000,2013,Manual,16.3,1797,5,bangalore,11
Diesel,23272,1,Ford,Ford Ecosport,2021,1175000,2021,Manual,21.7,1498,5,bangalore,3
Petrol,8407,1,Ford,Ford Ecosport,2020,999000,2020,Manual,15.9,1496,5,bangalore,4
Petrol,50000,1,Maruti,Maruti Swift,2018,715000,2018,Automatic,21.21,1197,5,bangalore,6
Diesel,10000,1,Audi,Audi A4,2018,3400000,2018,Automatic,18.25,1968,5,bangalore,6
Petrol,14881,1,Hyundai,Hyundai Creta,2021,1779000,2021,Automatic,19.31,1353,5,bangalore,3
Petrol,54305,1,Hyundai,Hyundai i20,2012,404000,2012,Manual,18.5,1197,5,bangalore,12
Petrol,50000,2,Hyundai,Hyundai i10,2016,358000,2016,Manual,19.81,1086,5,bangalore,8
Petrol,64998,1,Maruti,Maruti Ignis,2017,581000,2017,Automatic,20.89,1197,5,bangalore,7
Petrol,75940,1,Hyundai,Hyundai i20,2015,630000,2015,Manual,18.6,1197,5,bangalore,9
Petrol,25639,1,Honda,Honda Jazz,2016,560000,2016,Manual,18.7,1199,5,bangalore,8
Diesel,44107,1,Mahindra,Mahindra XUV500,2019,1551000,2019,Manual,15.1,2179,7,bangalore,5
Petrol,60000,2,Hyundai,Hyundai Verna,2014,525000,2014,Manual,17.01,1591,5,bangalore,10
Petrol,41594,1,Maruti,Maruti Celerio,2018,501000,2018,Manual,23.1,998,5,bangalore,6
Petrol,24786,2,Maruti,Maruti Wagon R,2020,617000,2021,Automatic,20.52,1197,5,bangalore,4
Petrol,56000,1,Maruti,Maruti Alto K10,2017,365000,2017,Manual,23.95,998,5,bangalore,7
Petrol,90000,1,Honda,Honda City,2018,994999,2018,Automatic,18.3,1498,5,bangalore,6
Petrol,31000,2,Hyundai,Hyundai i20,2019,775000,2019,Manual,18.6,1197,5,bangalore,5
Diesel,30000,2,Jaguar,Jaguar F-Pace,2018,4700000,2018,Automatic,16.38,1999,5,bangalore,6
Petrol,36000,1,Hyundai,Hyundai Verna,2017,770000,2017,Manual,17.7,1591,5,bangalore,7
Petrol,19065,1,Maruti,Maruti Swift,2018,725000,2018,Manual,22.0,1197,5,bangalore,6
Petrol,30538,1,Honda,Honda Jazz,2019,840000,2019,Automatic,18.2,1199,5,bangalore,5
Petrol,48891,2,Hyundai,Hyundai i20,2018,799000,2018,Manual,18.6,1197,5,bangalore,6
Petrol,60000,2,Mercedes-Benz,Mercedes-Benz A Class,2014,1380000,2014,Automatic,15.5,1595,5,bangalore,10
Petrol,26676,1,Maruti,Maruti Swift,2018,696000,2018,Manual,22.0,1197,5,bangalore,6
Petrol,35647,1,Maruti,Maruti Swift,2015,576000,2015,Manual,22.38,1197,5,bangalore,9
Petrol,63825,1,Toyota,Toyota Glanza,2020,721000,2020,Manual,22.35,1197,5,bangalore,4
Petrol,31346,2,Honda,Honda City,2018,994999,2018,Manual,17.4,1497,5,bangalore,6
Petrol,79349,2,Hyundai,Hyundai i20,2015,594000,2015,Manual,18.6,1197,5,bangalore,9
Diesel,88203,1,Mahindra,Mahindra XUV500,2015,927000,2015,Manual,15.1,2179,7,bangalore,9
Diesel,37370,1,Audi,Audi Q3,2018,3275000,2018,Automatic,15.17,1968,5,bangalore,6
Petrol,52228,1,Maruti,Maruti Wagon R,2015,426000,2015,Manual,20.51,998,5,bangalore,9
Diesel,70000,1,Hyundai,Hyundai Creta,2015,1100000,2015,Automatic,17.01,1582,5,bangalore,9
Petrol,40542,1,Nissan,Nissan Magnite,2022,905000,2022,Manual,20.0,999,5,bangalore,2
Petrol,47936,1,Renault,Renault Duster,2019,848000,2019,Automatic,14.99,1498,5,bangalore,5
Petrol,10000,3,Maruti,Maruti Gypsy,1995,400000,2018,Manual,19.31,0,6,bangalore,29
Diesel,70000,2,Skoda,Skoda Superb,2008,575000,2008,Automatic,11.9,2496,5,bangalore,16
Petrol,110000,5,Honda,Honda City,2013,400000,2013,Manual,16.8,1497,5,bangalore,11
Petrol,10000,3,Maruti,Maruti Gypsy,1995,400000,2018,Manual,19.31,0,8,bangalore,29
Petrol,45000,2,Hyundai,Hyundai Creta,2016,894999,2016,Manual,15.29,1591,5,bangalore,8
Petrol,20469,1,Hyundai,Hyundai Venue,2019,1099000,2019,Manual,18.27,998,5,bangalore,5
Petrol,60000,1,Hyundai,Hyundai i20,2011,425000,2011,Manual,17.0,1197,5,bangalore,13
Petrol,70000,2,Maruti,Maruti Swift Dzire,2012,445000,2012,Manual,19.1,1197,5,bangalore,12
Diesel,150000,4,Skoda,Skoda Rapid,2014,320000,2014,Manual,20.5,1598,5,bangalore,10
Petrol,46258,2,Volkswagen,Volkswagen Vento,2017,775000,2017,Manual,16.09,1598,5,bangalore,7
Petrol,54242,3,Maruti,Maruti Wagon R,2013,327000,2013,Manual,18.9,998,5,bangalore,11
Petrol,90727,1,Honda,Honda Jazz,2017,661000,2017,Automatic,19.0,1199,5,bangalore,7
Diesel,100000,1,Mahindra,Mahindra XUV500,2012,775000,2012,Manual,15.1,2179,7,bangalore,12
Petrol,31003,1,Maruti,Maruti Swift Dzire,2017,682000,2017,Manual,21.21,1197,5,bangalore,7
Petrol,24233,1,Hyundai,Hyundai Grand i10,2017,577000,2017,Manual,18.9,1197,5,bangalore,7
Petrol,90000,3,Volkswagen,Volkswagen Polo,2015,500000,2015,Manual,16.47,1198,5,bangalore,9
Petrol,36983,1,Honda,Honda Jazz,2017,679000,2017,Manual,18.7,1199,5,bangalore,7
Diesel,68915,1,Mercedes-Benz,Mercedes-Benz B Class,2014,1445000,2014,Automatic,14.8,2143,5,bangalore,10
Petrol,5440,1,Maruti,Maruti Swift,2021,776000,2021,Manual,22.38,1197,5,bangalore,3
Petrol,8096,1,Tata,Tata Tiago,2021,690000,2021,Manual,20.09,1199,5,bangalore,3
Diesel,120000,2,Skoda,Skoda Rapid,2012,380000,2012,Manual,20.5,1598,5,bangalore,12
Petrol,60000,3,Renault,Renault Duster,2014,560000,2014,Manual,13.24,1598,5,bangalore,10
Diesel,120000,1,Tata,Tata Safari Storme,2017,1125000,2017,Manual,14.1,2179,7,bangalore,7
Diesel,125903,2,Renault,Renault Lodgy,2015,515000,2015,Manual,19.98,1461,7,bangalore,9
Petrol,33040,2,Hyundai,Hyundai i20,2018,799000,2018,Manual,18.6,1197,5,bangalore,6
Diesel,110000,2,Toyota,Toyota Fortuner,2009,1200000,2009,Manual,11.5,2982,7,bangalore,15
Diesel,30722,1,Hyundai,Hyundai i20,2019,835000,2019,Manual,22.54,1396,5,bangalore,5
Diesel,80000,1,Honda,Honda City,2016,750000,2016,Manual,26.0,1498,5,bangalore,8
Diesel,120000,2,Toyota,Toyota Fortuner,2009,1275000,2009,Manual,11.5,2982,7,bangalore,15
Diesel,33000,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,3075000,2017,Automatic,14.21,2143,5,bangalore,7
Petrol,58778,1,Honda,Honda City,2014,527000,2014,Manual,17.4,1497,5,bangalore,10
Petrol,51395,1,Maruti,Maruti S-Presso,2019,426000,2019,Manual,21.7,998,5,bangalore,5
Petrol,100000,2,Ford,Ford Ecosport,2015,625000,2015,Automatic,14.7,1496,5,bangalore,9
Petrol,65881,2,Maruti,Maruti Swift Dzire,2013,447000,2013,Manual,22.41,1197,5,bangalore,11
Petrol,49934,2,Maruti,Maruti Swift,2014,552000,2014,Manual,22.38,1197,5,bangalore,10
Diesel,91000,2,Honda,Honda City,2016,795000,2016,Manual,26.0,1498,5,bangalore,8
Petrol,61576,2,Maruti,Maruti Celerio X,2018,459000,2018,Manual,21.63,998,5,bangalore,6
Petrol,114321,2,Maruti,Maruti Ciaz,2016,700000,2017,Manual,20.73,1373,5,bangalore,8
