ft,bt,km,ownerNo,oem,modelYear,Insurance Validity,Transmission,Mileage,Engine,Torque,Color,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,city,Max Power
Petrol,Hatchback,120000,3,Ford,2011,Third Party,Manual,15.6,1196.0,102.0,Others,4.0,4.0,3795.0,1680.0,1427.0,2489.0,1090.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,70.0
Petrol,Sedan,150000,2,Honda,2008,Third Party,Manual,12.8,2354.0,222.0,Others,4.0,4.0,4950.0,1845.0,1475.0,2800.0,1500.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,177.0
Petrol,Hatchback,10005,1,Maruti,2021,Comprehensive,Manual,21.79,998.0,90.0,Brown,3.0,4.0,3655.0,1620.0,1675.0,2435.0,805.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,67.0
Petrol,Hatchback,20000,1,Hyundai,2020,Third Party,Manual,18.6,1197.0,117.0,Others,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1120.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,81.0
Petrol,Hatchback,10000,1,Renault,2022,Third Party,Automatic,22.0,999.0,91.0,Others,3.0,4.0,3731.0,1579.0,1474.0,2422.0,750.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,67.0
Petrol,Hatchback,55127,1,Maruti,2017,Comprehensive,Automatic,21.4,1197.0,115.0,Red,4.0,4.0,3995.0,1745.0,1510.0,2520.0,910.0,CVT,5,Power,Tubeless Radial,5,bangalore,83.0
Petrol,Hatchback,63457,2,Hyundai,2014,Comprehensive,Manual,18.6,1197.0,114.0,Red,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,hyderabad,81.0
Petrol,Hatchback,56133,2,Maruti,2013,Third Party,Manual,22.05,796.0,69.0,White,3.0,4.0,3445.0,1515.0,1475.0,2360.0,755.0,5 Speed,5,Power,Tubeless,5,hyderabad,47.0
Petrol,SUV,28134,1,Kia,2020,Comprehensive,Automatic,19.305221281860927,1497.0,144.0,Orange,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1400.0,IVT,5,Electric,Tubeless Radial,5,kolkata,113.0
Petrol,Sedan,90530,1,Honda,2014,Comprehensive,Manual,17.0,1497.0,146.0,TITANIUM GREY,4.0,4.0,4420.0,1695.0,1480.0,2550.0,1100.0,5 Speed,5,Power,Tubeless Radial,4,chennai,118.0
Petrol,Hatchback,17197,1,Hyundai,2022,Third Party,Manual,20.7,998.0,172.0,Black,3.0,4.0,3805.0,1680.0,1520.0,2450.0,1180.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,98.0
Diesel,Hatchback,83829,1,Maruti,2014,Third Party,Manual,25.2,1248.0,190.0,Red,4.0,4.0,3840.0,1735.0,1530.0,2450.0,960.0,5 Speed,5,Power,Tubeless,5,bangalore,74.0
Cng,Hatchback,32972,1,Maruti,2021,Third Party,Manual,43.9101,796.0,60.0,Silver,3.0,4.0,3445.0,1515.0,1475.0,2360.0,845.0,5 Speed,4,Power,Tubeless,5,jaipur,40.0
Diesel,SUV,88203,1,Mahindra,2015,Comprehensive,Manual,15.1,2179.0,330.0,Red,4.0,4.0,4585.0,1890.0,1785.0,2700.0,1900.0,6 Speed,7,Power,Tubeless Radial,5,bangalore,140.0
Petrol,Hatchback,31733,2,Hyundai,2014,Third Party,Manual,18.9,1197.0,114.0,Others,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,jaipur,82.0
Petrol,SUV,20000,1,Hyundai,2023,Third Party,Manual,19.305221281860927,1197.0,113.0,Others,4.0,4.0,3995.0,1770.0,1617.0,2500.0,1106.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,81.0
Petrol,Sedan,109000,1,Toyota,2014,Third Party,Manual,14.28,1798.0,173.0,White,4.0,4.0,4620.0,1776.0,1475.0,2700.0,1195.0,6 Speed,5,Power,Tubeless Radial,4,delhi,138.0
Petrol,Hatchback,8848,1,Tata,2022,Third Party,Manual,19.01,1199.0,113.0,Black,3.0,4.0,3765.0,1677.0,1535.0,2400.0,982.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,84.0
Petrol,Hatchback,57176,1,Hyundai,2017,Third Party,Manual,18.9,1197.0,113.0,Orange,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1060.0,5 Speed,5,Power,Tubeless,5,bangalore,81.0
Petrol,Hatchback,53269,1,Maruti,2018,Comprehensive,Manual,21.63,998.0,90.0,Blue,3.0,4.0,3715.0,1635.0,1565.0,2425.0,835.0,5 Speed,5,Electric,Tubeless Radial,5,chennai,67.0
Petrol,Hatchback,60000,3,Maruti,2017,Third Party,Manual,23.1,998.0,90.0,Others,3.0,4.0,3715.0,1635.0,1565.0,2425.0,835.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,67.0
Petrol,SUV,3844,1,Kia,2021,Third Party,Manual,16.8,1497.0,144.0,White,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1404.0,6 Speed,5,Electric,Tubeless Radial,5,jaipur,113.0
Petrol,Hatchback,49000,1,Maruti,2018,Third Party,Manual,22.05,796.0,69.0,White,3.0,4.0,3445.0,1515.0,1475.0,2360.0,755.0,5 Speed,5,Power,Tubeless,5,hyderabad,47.0
Diesel,Sedan,70000,1,Jaguar,2013,Third Party,Automatic,16.36,2179.0,450.0,White,4.0,4.0,4961.0,1877.0,1460.0,2909.0,1780.0,8 Speed,5,Power,Tubeless Radial,4,hyderabad,187.0
Petrol,SUV,10000,1,Volvo,2023,Comprehensive,Automatic,12.18,1969.0,300.0,White,4.0,4.0,4440.0,1863.0,1652.0,2518.403850840848,1668.0,8 Speed,5,Electric,Tubeless Radial,5,chennai,197.0
Petrol,Hatchback,38420,1,Maruti,2011,Comprehensive,Manual,24.39,998.0,89.0,Others,3.0,4.0,3530.0,1490.0,1520.0,2380.0,755.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,65.0
Petrol,Hatchback,14515,1,Hyundai,2018,Third Party,Manual,18.9,1197.0,113.0,Silver,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1100.0,5 Speed,5,Power,Tubeless,5,delhi,81.0
Petrol,SUV,21000,1,Kia,2020,Comprehensive,Automatic,16.5,1353.0,242.0,Grey,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1535.0,7 Speed DCT,5,Electric,Tubeless Radial,5,bangalore,138.0
Diesel,SUV,79955,2,Mahindra,2017,Comprehensive,Manual,15.4,1997.0,280.0,White,4.0,4.0,4456.0,1820.0,1995.0,2680.0,1535.0,5 Speed,9,Power,Tubeless Radial,5,kolkata,120.0
Diesel,SUV,70000,2,Audi,2016,Comprehensive,Automatic,15.17,1968.0,380.0,Silver,4.0,4.0,4388.0,1831.0,1608.0,2603.0,1630.0,7-Speed S-Tronic,5,Power,Tubeless Radial,5,chennai,181.0
Petrol,Hatchback,81634,1,Hyundai,2014,Comprehensive,Automatic,18.9,1197.0,114.0,White,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,4 Speed,5,Power,Tubeless,5,bangalore,82.0
Petrol,Hatchback,60000,4,Hyundai,2017,Third Party,Manual,21.1,814.0,74.0,Others,3.0,3.0,3495.0,1550.0,1500.0,2380.0,860.0,5 Speed,5,Power,Tubeless,5,bangalore,55.0
Diesel,SUV,72020,1,Maruti,2018,Third Party,Manual,23.65,1248.0,200.0,Blue,4.0,4.0,4300.0,1785.0,1595.0,2600.0,1220.0,5 Speed,5,Power,Tubeless Radial,5,chennai,88.0
Petrol,Hatchback,32000,1,Maruti,2018,Comprehensive,Manual,22.0,1197.0,113.0,Silver,4.0,4.0,3840.0,1735.0,1530.0,2450.0,860.0,5,5,Power,Tubeless,5,kolkata,81.0
Petrol,Hatchback,76672,3,Maruti,2010,Third Party,Manual,18.9,998.0,90.0,Silver,3.0,4.0,3595.0,1495.0,1700.0,2400.0,885.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,67.0
Petrol,Sedan,30301,1,Hyundai,2017,Comprehensive,Automatic,17.0,1591.0,151.0,Black,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1238.0,6 Speed,5,Power,Tubeless,4,bangalore,121.0
Diesel,SUV,60000,1,Maruti,2018,Third Party,Manual,24.3,1248.0,200.0,Others,4.0,4.0,3995.0,1790.0,1640.0,2500.0,1200.0,5 Speed,5,Power,Tubeless Radial,5,delhi,88.0
Petrol,SUV,10000,1,Mahindra,2022,Third Party,Automatic,16.5,1197.0,200.0,Others,3.0,4.0,3995.0,1821.0,1627.0,2600.0,1350.0,6 Speed,5,Power,Tubeless Radial,5,hyderabad,108.0
Petrol,Sedan,60000,2,Maruti,2017,Third Party,Manual,20.73,1373.0,130.0,Others,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1030.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,91.0
Petrol,SUV,38010,1,Hyundai,2019,Third Party,Manual,15.8,1591.0,151.0,Black,4.0,4.0,4270.0,1780.0,1665.0,2590.0,1260.0,6 Speed,5,Power,Tubeless,5,delhi,121.0
Petrol,Hatchback,60541,1,Hyundai,2012,Third Party,Manual,20.36,1197.0,111.0,Red,4.0,4.0,3585.0,1595.0,1550.0,2380.0,960.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,78.0
Diesel,Sedan,50267,1,Maruti,2018,Comprehensive,Automatic,28.09,1248.0,200.0,Silver,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1105.0,5 Speed,5,Power,Tubeless Radial,4,chennai,88.0
Cng,Sedan,30000,1,Maruti,2022,Third Party,Manual,43.2568,1197.0,98.0,Others,4.0,4.0,3995.0,1695.0,1555.0,2430.0,1045.0,5 Speed,5,Electric,Tubeless Radial,4,delhi,76.0
Petrol,Hatchback,34000,1,Hyundai,2017,Comprehensive,Automatic,18.9,1197.0,113.0,Silver,4.0,4.0,3765.0,1660.0,1520.0,2425.0,1200.0,4 Speed,5,Power,Tubeless,5,bangalore,81.0
Petrol,Hatchback,71711,1,Maruti,2017,Comprehensive,Automatic,21.4,1197.0,115.0,Red,4.0,4.0,3995.0,1745.0,1510.0,2520.0,935.0,CVT,5,Power,Tubeless Radial,5,jaipur,83.0
Petrol,Sedan,9000,2,Hyundai,2021,Comprehensive,Automatic,18.45,1497.0,143.0,White,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1200.0,6 Speed IVT,5,Electric,Tubeless Radial,4,kolkata,113.0
Petrol,Hatchback,47739,2,Honda,2017,Comprehensive,Manual,18.7,1199.0,110.0,Red,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1044.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,88.0
Petrol,Hatchback,33190,1,Hyundai,2016,Third Party,Manual,18.9,1197.0,114.0,White,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,hyderabad,82.0
Petrol,Sedan,64000,1,Maruti,2013,Comprehensive,Manual,20.85,1197.0,115.0,White,4.0,4.0,3995.0,1695.0,1555.0,2430.0,945.0,5 Speed,5,Power,Tubeless Radial,4,delhi,83.0
Petrol,Hatchback,50000,2,Maruti,2009,Third Party,Manual,19.5,1061.0,177.72343242267422,Gold,4.0,4.0,4072.5542822677926,1718.2144581221337,1558.5103739445115,2518.403850840848,1178.0901432181972,5 Speed,5,Power,Tubeless Radial,5,kolkata,104.8177879407871
Petrol,Sedan,101543,1,Maruti,2014,Comprehensive,Manual,22.41,1197.0,113.0,Silver,4.0,4.0,3995.0,1735.0,1515.0,2450.0,880.0,5 Speed,5,Electric,Tubeless Radial,4,hyderabad,88.0
Diesel,Hatchback,120000,1,Maruti,2014,Third Party,Manual,25.2,1248.0,190.0,Others,4.0,4.0,3840.0,1735.0,1530.0,2450.0,960.0,5 Speed,5,Power,Tubeless,5,delhi,74.0
Petrol,Hatchback,36400,1,Maruti,2015,Comprehensive,Automatic,23.1,998.0,90.0,Red,3.0,4.0,3715.0,1635.0,1565.0,2425.0,840.0,5 Speed,5,Power,Tubeless Radial,5,delhi,67.0
Petrol,Hatchback,10000,1,Hyundai,2019,Third Party,Manual,18.6,1197.0,114.0,Others,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1120.0,5 Speed,5,Power,Tubeless,5,kolkata,81.0
Petrol,Sedan,100000,1,Honda,2015,Third Party,Manual,17.4,1497.0,145.0,Others,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1049.0,5 Speed,5,Power,Tubeless Radial,4,chennai,117.0
Diesel,SUV,72000,1,Isuzu,2018,Comprehensive,Automatic,13.8,2999.0,380.0,White,4.0,4.0,4825.0,1860.0,1840.0,2845.0,2750.0,5,7,Power,Tubeless,5,delhi,175.0
Petrol,SUV,8407,1,Ford,2020,Comprehensive,Manual,15.9,1496.0,149.0,Brown,3.0,4.0,3998.0,1765.0,1647.0,2519.0,1225.0,5 Speed,5,Electric,Tubeless Radial,4,bangalore,120.0
Petrol,Hatchback,70456,1,Hyundai,2013,Comprehensive,Manual,18.5,1197.0,113.0,Grey,4.0,4.0,3995.0,1710.0,1505.0,2525.0,1040.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,82.0
Petrol,SUV,33582,2,Land Rover,2020,Comprehensive,Automatic,15.8,1997.0,365.0,Black,4.0,4.0,4797.0,2145.0,1665.0,2874.0,1874.0,8,5,Power,Tubeless Radial,4,kolkata,247.0
Diesel,Sedan,110712,1,Honda,2014,Third Party,Manual,25.8,1498.0,200.0,Silver,4.0,4.0,3990.0,1680.0,1505.0,2405.0,1055.0,5 Speed,5,Power,Tubeless Radial,4,jaipur,98.0
Petrol,Hatchback,140590,1,Hyundai,2013,Comprehensive,Manual,18.5,1197.0,113.0,Blue,4.0,4.0,3995.0,1710.0,1505.0,2525.0,1120.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,82.0
Petrol,Hatchback,63000,1,Maruti,2014,Third Party,Automatic,23.1,998.0,90.0,Red,3.0,4.0,3715.0,1635.0,1565.0,2425.0,840.0,5 Speed,5,Power,Tubeless Radial,5,delhi,67.0
Petrol,Sedan,55000,1,Hyundai,2016,Third Party,Manual,17.01,1591.0,154.0,Silver,4.0,4.0,4375.0,1700.0,1475.0,2570.0,1290.0,5 Speed,5,Power,Tubeless,4,hyderabad,121.0
Petrol,Hatchback,40000,2,Volkswagen,2014,Third Party,Manual,16.47,1198.0,110.0,Others,3.0,4.0,3971.0,1682.0,1469.0,2469.0,1053.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,74.0
Petrol,SUV,45787,1,Kia,2020,Third Party,Manual,16.5,1353.0,242.0,Black,4.0,4.0,4315.0,1800.0,1645.0,2610.0,1515.0,6 Speed,5,Electric,Tubeless Radial,5,chennai,138.0
Petrol,SUV,7243,1,Renault,2021,Third Party,Manual,20.5,999.0,160.0,Blue,3.0,4.0,3991.0,1750.0,1605.0,2500.0,1066.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,98.0
Diesel,Hatchback,120000,1,Renault,2012,Third Party,Manual,23.08,1461.0,160.0,Others,4.0,2.0,3805.0,1665.0,1525.0,2450.0,1060.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,63.0
Petrol,Hatchback,98911,1,Hyundai,2015,Third Party,Manual,18.6,1197.0,114.0,Red,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,chennai,81.0
Petrol,Hatchback,45911,1,Maruti,2018,Third Party,Automatic,22.56,1197.0,113.0,Blue,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,88.0
Petrol,SUV,25596,2,Tata,2021,Third Party,Automatic,17.05,1199.0,170.0,Black,3.0,4.0,3993.0,1811.0,1606.0,2498.0,1310.0,6 Speed,5,Electric,Tubeless Radial,5,hyderabad,118.0
Petrol,Hatchback,77945,2,Hyundai,2013,Comprehensive,Manual,18.9,1197.0,114.0,Red,4.0,4.0,3765.0,1660.0,1520.0,2425.0,935.0,5 Speed,5,Power,Tubeless,5,hyderabad,82.0
Petrol,Hatchback,9473,1,Maruti,2021,Comprehensive,Manual,21.7,998.0,89.0,Red,3.0,4.0,3565.0,1520.0,1567.0,2380.0,736.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,65.0
Diesel,SUV,40000,2,Renault,2020,Third Party,Automatic,19.87,1461.0,245.0,Others,4.0,4.0,4360.0,1822.0,1695.0,2673.0,1375.0,6 Speed,5,Power,Radial,5,bangalore,108.0
Petrol,SUV,20858,1,Ford,2018,Third Party,Manual,17.0,1497.0,150.0,White,3.0,4.0,3998.0,1765.0,1647.0,2519.0,1242.0,5 Speed,5,Power,Tubeless Radial,4,hyderabad,121.0
Petrol,Hatchback,91799,1,Maruti,2017,Comprehensive,Automatic,21.4,1197.0,115.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,920.0,CVT,5,Power,Tubeless Radial,5,chennai,83.0
Petrol,Sedan,80000,2,Hyundai,2015,Third Party,Manual,19.1,1197.0,114.0,Others,4.0,4.0,3995.0,1660.0,1520.0,2425.0,1120.0,5 Speed,5,Power,Tubeless,4,delhi,82.0
Petrol,Sedan,23000,1,Hyundai,2018,Comprehensive,Automatic,17.0,1591.0,151.0,Grey,4.0,4.0,4440.0,1729.0,1475.0,2600.0,1218.0,6 Speed,5,Power,Tubeless,4,chennai,121.0
Petrol,Hatchback,44154,2,Honda,2016,Comprehensive,Automatic,19.0,1199.0,110.0,White,4.0,4.0,3955.0,1694.0,1544.0,2530.0,1066.0,5 Speed,5,Power,Tubeless Radial,5,bangalore,88.0
Petrol,Sedan,30000,1,Hyundai,2021,Third Party,Manual,20.5,1197.0,113.0,Others,4.0,4.0,3995.0,1680.0,1520.0,2450.0,1050.0,5 Speed,5,Electric,Tubeless Radial,4,jaipur,81.0
Petrol,Hatchback,106648,1,Hyundai,2015,Third Party,Manual,18.6,1197.0,114.0,Red,4.0,4.0,3985.0,1734.0,1505.0,2570.0,1066.0,5 Speed,5,Power,Tubeless,5,delhi,81.0
Petrol,Hatchback,78030,1,Maruti,2017,Comprehensive,Manual,20.52,1197.0,113.0,Brown,4.0,4.0,3655.0,1620.0,1675.0,2435.0,830.0,5 Speed,5,Power,Tubeless Radial,5,chennai,81.0
Diesel,Sedan,58000,2,Mercedes-Benz,2017,Comprehensive,Automatic,19.4,2143.0,500.0,White,4.0,4.0,4940.0,2075.0,1416.0,2874.0,1850.0,7 Speed,4,Power,Tubeless Radial,4,delhi,204.0
Diesel,Sedan,44000,1,Honda,2014,Comprehensive,Manual,25.8,1498.0,200.0,Silver,4.0,4.0,3990.0,1680.0,1505.0,2405.0,1055.0,5 Speed,5,Power,Tubeless Radial,4,chennai,98.0
Petrol,Hatchback,83046,1,Maruti,2015,Third Party,Manual,25.24,998.0,89.0,Silver,3.0,4.0,3695.0,1655.0,1555.0,2435.0,810.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,65.0
Diesel,SUV,49000,1,Audi,2016,Comprehensive,Automatic,14.75,2967.0,600.0,White,4.0,4.0,5052.0,2212.0,1740.0,2994.0,2330.0,8 Speed,7,Power,Tubeless Radial,5,chennai,245.0
Petrol,Hatchback,53631,1,Maruti,2018,Third Party,Automatic,21.4,1197.0,115.0,Red,4.0,4.0,3995.0,1745.0,1510.0,2520.0,935.0,CVT,5,Power,Tubeless Radial,5,chennai,83.0
Diesel,MUV,157000,2,Toyota,2016,Comprehensive,Manual,13.68,2393.0,343.0,White,7.0,4.0,4735.0,1830.0,1795.0,2750.0,1865.0,5 Speed,8,Power,Tubeless Radial,5,bangalore,147.0
Diesel,SUV,65000,1,Hyundai,2015,Third Party,Manual,19.67,1582.0,259.0,White,4.0,4.0,4270.0,1780.0,1630.0,2590.0,1280.0,6 Speed,5,Power,Tubeless,5,kolkata,126.0
Petrol,Hatchback,30000,1,Hyundai,2011,Third Party,Automatic,16.95,1197.0,111.0,Others,4.0,4.0,3585.0,1595.0,1550.0,2380.0,990.0,4-Speed,5,Power,Tubeless Radial,4,delhi,78.0
Petrol,SUV,27000,1,Hyundai,2020,Comprehensive,Manual,18.0,998.0,171.0,Blue,3.0,4.0,3995.0,1770.0,1605.0,2500.0,1340.0,6-Speed IMT,5,Electric,Radial,5,bangalore,118.0
Petrol,Hatchback,40000,3,Maruti,2008,Comprehensive,Manual,18.9,1061.0,84.0,Silver,3.0,4.0,3595.0,1475.0,1700.0,2400.0,870.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,67.0
Diesel,Sedan,66452,1,Volvo,2018,Comprehensive,Automatic,19.6,2400.0,440.0,Silver,5.0,4.0,4637.0,2097.0,1539.0,2774.0,1776.0,6 Speed,5,Power,Tubeless Radial,4,kolkata,190.0
Petrol,Hatchback,61372,2,Maruti,2017,Third Party,Manual,21.79,998.0,90.0,Grey,3.0,4.0,3655.0,1620.0,1675.0,2435.0,805.0,5 Speed,5,Power,Tubeless Radial,5,chennai,67.0
Petrol,Hatchback,50000,2,Hyundai,2012,Third Party,Manual,17.92,1086.0,96.0,Others,3.0,4.0,3565.0,1525.0,1590.0,2380.0,825.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,62.0
Diesel,Hatchback,62442,1,Mahindra,2017,Third Party,Manual,25.32,1198.0,190.0,Red,3.0,4.0,3700.0,1735.0,1655.0,2385.0,885.0,5 Speed,6,Power,Tubeless Radial,5,chennai,77.0
Cng,Hatchback,60000,2,Maruti,2016,Third Party,Manual,31.79,998.0,78.0,Others,3.0,4.0,3600.0,1600.0,1560.0,2425.0,915.0,5 Speed,5,Power,Tubeless Radial,5,delhi,58.0
Diesel,SUV,37527,1,Ford,2020,Zero Dep,Manual,21.7,1498.0,215.0,White,4.0,4.0,3998.0,1765.0,1647.0,2519.0,1277.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,98.0
Petrol,Sedan,108665,2,Maruti,2018,Third Party,Automatic,20.28,1462.0,138.0,Black,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1065.0,4 Speed,5,Power,Tubeless Radial,4,delhi,103.0
Diesel,Hatchback,69319,1,Nissan,2017,Third Party,Manual,23.08,1461.0,160.0,White,4.0,2.0,3825.0,1665.0,1525.0,2450.0,1020.0,5 Speed,5,Power,Tubeless Radial,5,chennai,63.0
Petrol,SUV,41000,1,Ford,2016,Third Party,Automatic,14.7,1496.0,149.0,Grey,3.0,4.0,3998.0,1765.0,1647.0,2519.0,1281.0,6 Speed,5,Electric,Tubeless Radial,4,hyderabad,120.0
Petrol,Hatchback,10000,1,Hyundai,2021,Third Party,Automatic,20.7,1197.0,113.0,Others,4.0,4.0,3805.0,1680.0,1520.0,2450.0,1140.0,5 Speed,5,Electric,Tubeless Radial,5,delhi,81.0
Petrol,Sedan,87055,1,Honda,2016,Comprehensive,Manual,17.4,1497.0,145.0,White,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1063.0,5 Speed,5,Electric,Tubeless Radial,4,chennai,117.0
Diesel,MUV,2000022,1,Toyota,2017,Comprehensive,Manual,13.68,2393.0,343.0,White,7.0,4.0,4735.0,1830.0,1795.0,2750.0,1860.0,5 Speed,7,Power,Tubeless Radial,5,chennai,147.0
Diesel,Sedan,103651,2,Volkswagen,2016,Zero Dep,Manual,21.66,1498.0,250.0,White,4.0,4.0,3995.0,1682.0,1483.0,2470.0,1163.0,5 Speed,5,Power,Tubeless Radial,4,chennai,108.0
Diesel,Sedan,120000,1,Hyundai,2017,Third Party,Manual,24.4,1120.0,180.0,Others,3.0,4.0,3995.0,1660.0,1520.0,2425.0,1120.0,5 Speed,5,Power,Tubeless,4,hyderabad,71.0
Petrol,SUV,35226,2,Tata,2018,Comprehensive,Automatic,17.0,1198.0,170.0,Blue,3.0,4.0,3994.0,1811.0,1607.0,2498.0,1252.0,6 Speed,5,Power,Tubeless Radial,5,hyderabad,108.0
Petrol,SUV,51338,1,Honda,2019,Comprehensive,Manual,17.5,1199.0,110.0,Red,4.0,4.0,3999.0,1734.0,1601.0,2555.0,1103.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,88.0
Diesel,Hatchback,50000,1,Hyundai,2018,Third Party,Manual,24.0,1186.0,190.0,Others,3.0,4.0,3765.0,1660.0,1520.0,2425.0,1100.0,5 Speed,5,Power,Tubeless,5,kolkata,73.0
Petrol,Sedan,30000,1,Maruti,2017,Third Party,Manual,22.0,1197.0,113.0,Others,4.0,4.0,3995.0,1735.0,1515.0,2450.0,860.0,5 Speed,5,Electric,Tubeless Radial,4,kolkata,81.0
Petrol,Hatchback,90000,1,Tata,2020,Third Party,Manual,18.53,1199.0,113.0,Others,3.0,4.0,3990.0,1755.0,1523.0,2501.0,1195.0,5 Speed,5,Electric,Tubeless Radial,5,jaipur,84.0
Petrol,Sedan,45652,1,Honda,2018,Comprehensive,Manual,17.8,1497.0,145.0,Golden Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1065.0,5 Speed,5,Power,Tubeless Radial,4,kolkata,117.0
Petrol,Hatchback,22000,1,Maruti,2022,Comprehensive,Manual,24.97,998.0,89.0,Silver,3.0,4.0,3695.0,1655.0,1555.0,2435.0,820.0,5 Speed,5,Electric,Tubeless Radial,5,kolkata,65.0
Petrol,Hatchback,30224,1,Tata,2021,Third Party,Manual,19.01,1199.0,113.0,Red,3.0,4.0,3765.0,1677.0,1535.0,2400.0,982.0,5 Speed,5,Electric,Tubeless Radial,5,hyderabad,84.0
Petrol,Hatchback,60000,3,Renault,2016,Third Party,Manual,25.17,799.0,72.0,Others,3.0,4.0,3679.0,1579.0,1478.0,2422.0,710.0,5 Speed,5,Power,Tubeless Radial,5,hyderabad,53.0
Petrol,Hatchback,14089,1,Maruti,2021,Third Party,Manual,22.38,1197.0,113.0,Red,4.0,4.0,3845.0,1735.0,1530.0,2450.0,875.0,5 Speed,5,Electric,Tubeless Radial,5,bangalore,88.0
Petrol,SUV,30000,2,MG,2020,Third Party,Automatic,13.96,1451.0,250.0,Others,4.0,4.0,4655.0,1835.0,1760.0,2750.0,1800.0,6 Speed,5,Power,Radial,5,kolkata,141.0
Petrol,Sedan,80648,1,Maruti,2020,Comprehensive,Manual,20.65,1462.0,138.0,White,4.0,4.0,4490.0,1730.0,1485.0,2650.0,1120.0,5 Speed,5,Power,Tubeless Radial,4,bangalore,103.0
Diesel,Hatchback,93155,3,Maruti,2007,Comprehensive,Manual,17.8,1248.0,190.0,White,4.0,4.0,3760.0,1690.0,1530.0,2390.0,1075.0,5 Speed,5,Power,Tubeless Radial,5,jaipur,75.0
Petrol,Hatchback,53967,1,Maruti,2016,Comprehensive,Manual,21.4,1197.0,115.0,Blue,4.0,4.0,3995.0,1745.0,1510.0,2520.0,890.0,5 Speed,5,Power,Tubeless Radial,5,chennai,83.0
Petrol,Hatchback,41424,2,Honda,2013,Third Party,Manual,19.4,1198.0,109.0,Silver,4.0,4.0,3610.0,1680.0,1500.0,2345.0,915.0,5 Speed,5,Power,Tubeless Radial,5,kolkata,86.0
Petrol,Hatchback,10000,1,Toyota,2020,Third Party,Manual,21.01,1197.0,113.0,White,4.0,4.0,3995.0,1745.0,1510.0,2520.0,890.0,5 Speed,5,Electric,Radial,5,delhi,81.0
Diesel,Sedan,151901,1,Mercedes-Benz,2016,Third Party,Manual,15.8,2148.0,42.0,Black,4.0,4.0,4596.0,1770.0,1447.0,2760.0,1575.0,6 Speed,5,Power,Tubeless Radial,4,hyderabad,170.0
Petrol,Sedan,48175,1,Honda,2018,Third Party,Automatic,18.0,1497.0,145.0,Brown,4.0,4.0,4440.0,1695.0,1495.0,2600.0,1100.0,CVT,5,Power,Tubeless Radial,4,hyderabad,117.0
